부스트,,,,,경험치 RP (1~200),,,,, 강화 확률 증가,,,,,SP 증가량,,,,,장비 제한 레벨 감소,,,,,샤프 ,,,,,버서크 ,,,,,쉐도우 파트너,,,,,환포증가,,,,,비홀더버프,,,,,타겟,,,,,강횟,,,,,매용,,,,,원거리마스터리,,,,,,어드밴스드 콤보,,,,,파이널어택,,,,,너클마스터리,,,,,크리티컬 리인포스,,,,,오브 마스터리,,,,,,아드레날린,,,,,
레벨,소모 RP,누적 RP,효과,,레벨,필요 RP,누적 RP,효과,,레벨,소모 포인트,누적 포인트,효과,,레벨,SP 증가,누적 환포,효과,,레벨,감소량,누적 감소량,효과,,레벨,샤프 소모값,누적 RP,효과,,레벨,버서크 소모값,누적 RP,효과,,레벨,소모 RP,누적 RP,효과,,레벨,소모 RP,누적 RP,효과,,레벨,소모 RP,누적 RP,효과,,레벨,소모 RP,누적 RP,효과,,레벨,소모 RP,누적 RP,효과,,레벨,소모 RP,누적 RP,효과,,레벨,소모 RP,누적 RP,효과,,,레벨,소모 RP,누적 RP,효과,,레벨,소모 RP,누적 RP,효과,,레벨,소모 RP,누적 RP,효과,,레벨,비용,누적 비용,효과,,레벨,소모 RP,누적 RP,숙련도,데미지,,레벨,소모 RP,누적 RP,지속시간,데미지,쿨타임
,,,,,28 ,14 ,210 ,경험치+28%,,,,,,,28 ,"8,420 ","83,019 ",sp+28,,,,,,,28 ,"28,000 ","406,000 ","크확+14% ,데미지+38%",,28 ,"28,000 ","406,000 ",데미지+194%,,28 ,"1,400,000 ","20,300,000 ",데미지+78%,,28 ,"1,780 ","18,646 ",환생포인트+280%,,,,,,,,,,,,,,,,,28 ,"3,000,000,000","7,680,000,000 ",최종올스탯+28%,,,,,,,,28 ,"280,000,000 ","4,060,000,000 ",최종뎀 128%,,,,,,,,,,,,28,"2,800,000,000 ","40,600,000,000",크리티컬 확률의 48% 만큼 크리티컬 데미지 증가,,28 ,"280,000,000,000 ","4,060,000,000,000 ",28%,14%,,,,,,,
,,,,,29 ,15 ,225 ,경험치+29%,,,,,,,29 ,"9,020 ","92,039 ",sp+29,,,,,,,29 ,"29,000 ","435,000 ","크확+15% ,데미지+39%",,29 ,"29,000 ","435,000 ",데미지+197%,,29 ,"1,450,000 ","21,750,000 ",데미지+79%,,29 ,"1,880 ","20,526 ",환생포인트+290%,,,,,,,,,,,,,,,,,29 ,"4,000,000,000","11,680,000,000 ",최종올스탯+29%,,,,,,,,29 ,"290,000,000 ","4,350,000,000 ",최종뎀 129%,,,,,,,,,,,,29,"2,900,000,000 ","43,500,000,000",크리티컬 확률의 49% 만큼 크리티컬 데미지 증가,,29 ,"290,000,000,000 ","4,350,000,000,000 ",29%,15%,,,,,,,
,,,,,30 ,15 ,240 ,경험치+30%,,,,,,,30 ,"9,640 ","101,679 ",sp+30,,,,,,,30 ,"30,000 ","465,000 ","크확+15% ,데미지+40%",,30 ,"30,000 ","465,000 ",데미지+200%,,30 ,"1,500,000 ","23,250,000 ",데미지+80%,,30 ,"1,980 ","22,506 ",환생포인트+300%,,,,,,,,,,,,,,,,,30 ,"5,000,000,000","16,680,000,000 ",최종올스탯+30%,,,,,,,,30 ,"300,000,000 ","4,650,000,000 ",최종뎀 130%,,,,,,,,,,,,30,"3,000,000,000 ","46,500,000,000",크리티컬 확률의 50% 만큼 크리티컬 데미지 증가,,30 ,"300,000,000,000 ","4,650,000,000,000 ",30%,15%,,,,,,,
,,,,,31 ,16 ,256 ,경험치+31%,,,,,,,31 ,"10,280 ","111,959 ",sp+31,,,,,,,31 ,"10,000,000 ","10,465,000 ","크확+15% ,데미지+41%",,31 ,"10,000,000 ","10,465,000 ",데미지+203%,,31 ,"10,000,000 ","33,250,000 ",데미지+81%,,31 ,"2,080 ","24,586 ",환생포인트+310%,,,,,,,,,,,,,,,,,31 ,"10,000,000,000 ","26,680,000,000 ",최종올스탯+31%,,,,,,,,31 ,"400,000,000 ","5,050,000,000 ",최종뎀 131%,,,,,,,,,,,,31,"10,000,000,000 ","56,500,000,000",크리티컬 확률의 51% 만큼 크리티컬 데미지 증가,,,,,,,,,,,,,
,,,,,32 ,16 ,272 ,경험치+32%,,,,,,,32 ,"10,940 ","122,899 ",sp+32,,,,,,,32 ,"20,000,000 ","30,465,000 ","크확+15% ,데미지+42%",,32 ,"20,000,000 ","30,465,000 ",데미지+206%,,32 ,"20,000,000 ","53,250,000 ",데미지+82%,,32 ,"2,180 ","26,766 ",환생포인트+320%,,,,,,,,,,,,,,,,,32 ,"20,000,000,000 ","46,680,000,000 ",최종올스탯+32%,,,,,,,,32 ,"500,000,000 ","5,550,000,000 ",최종뎀 132%,,,,,,,,,,,,32,"20,000,000,000 ","76,500,000,000",크리티컬 확률의 52% 만큼 크리티컬 데미지 증가,,,,,,,,,,,,,
,,,,,33 ,17 ,289 ,경험치+33%,,,,,,,33 ,"11,620 ","134,519 ",sp+33,,,,,,,33 ,"30,000,000 ","60,465,000 ","크확+15% ,데미지+43%",,33 ,"30,000,000 ","60,465,000 ",데미지+209%,,33 ,"30,000,000 ","83,250,000 ",데미지+83%,,33 ,"2,280 ","29,046 ",환생포인트+330%,,,,,,,,,,,,,,,,,33 ,"30,000,000,000 ","76,680,000,000 ",최종올스탯+33%,,,,,,,,33 ,"600,000,000 ","6,150,000,000 ",최종뎀 133%,,,,,,,,,,,,33,"40,000,000,000 ","116,500,000,000",크리티컬 확률의 53% 만큼 크리티컬 데미지 증가,,,,,,,,,,,,,
,,,,,34 ,17 ,306 ,경험치+34%,,,,,,,34 ,"12,320 ","146,839 ",sp+34,,,,,,,34 ,"40,000,000 ","100,465,000 ","크확+15% ,데미지+44%",,34 ,"40,000,000 ","100,465,000 ",데미지+212%,,34 ,"40,000,000 ","123,250,000 ",데미지+84%,,34 ,"2,380 ","31,426 ",환생포인트+340%,,,,,,,,,,,,,,,,,34 ,"40,000,000,000 ","116,680,000,000 ",최종올스탯+34%,,,,,,,,34 ,"700,000,000 ","6,850,000,000 ",최종뎀 134%,,,,,,,,,,,,34,"80,000,000,000 ","196,500,000,000",크리티컬 확률의 54% 만큼 크리티컬 데미지 증가,,,,,,,,,,,,,
,,,,,35 ,18 ,324 ,경험치+35%,,,,,,,35 ,"13,040 ","159,879 ",sp+35,,,,,,,35 ,"50,000,000 ","150,465,000 ","크확+15% ,데미지+45%",,35 ,"50,000,000 ","150,465,000 ",데미지+215%,,35 ,"50,000,000 ","173,250,000 ",데미지+85%,,35 ,"2,480 ","33,906 ",환생포인트+350%,,,,,,,,,,,,,,,,,35 ,"50,000,000,000 ","166,680,000,000 ",최종올스탯+35%,,,,,,,,35 ,"800,000,000 ","7,650,000,000 ",최종뎀 135%,,,,,,,,,,,,35,"100,000,000,000 ","296,500,000,000",크리티컬 확률의 55% 만큼 크리티컬 데미지 증가,,,,,,,,,,,,,
,,,,,36 ,18 ,342 ,경험치+36%,,,,,,,36 ,"13,780 ","173,659 ",sp+36,,,,,,,36 ,"100,000,000 ","250,465,000 ","크확+15% ,데미지+46%",,36 ,"100,000,000 ","250,465,000 ",데미지+218%,,36 ,"100,000,000 ","273,250,000 ",데미지+86%,,36 ,"2,580 ","36,486 ",환생포인트+360%,,,,,,,,,,,,,,,,,36 ,"100,000,000,000","266,680,000,000 ",최종올스탯+36%,,,,,,,,36 ,"4,000,000,000 ","11,650,000,000 ",최종뎀 136%,,,,,,,,,,,,36,"200,000,000,000 ","496,500,000,000",크리티컬 확률의 56% 만큼 크리티컬 데미지 증가,,,,,,,,,,,,,
,,,,,37 ,19 ,361 ,경험치+37%,,,,,,,37 ,"14,540 ","188,199 ",sp+37,,,,,,,37 ,"200,000,000 ","450,465,000 ","크확+15% ,데미지+47%",,37 ,"200,000,000 ","450,465,000 ",데미지+221%,,37 ,"200,000,000 ","473,250,000 ",데미지+87%,,37 ,"2,680 ","39,166 ",환생포인트+370%,,,,,,,,,,,,,,,,,37 ,"200,000,000,000","466,680,000,000 ",최종올스탯+37%,,,,,,,,37 ,"5,000,000,000 ","16,650,000,000 ",최종뎀 137%,,,,,,,,,,,,37,"400,000,000,000 ","896,500,000,000",크리티컬 확률의 57% 만큼 크리티컬 데미지 증가,,,,,,,,,,,,,
,,,,,38 ,19 ,380 ,경험치+38%,,,,,,,38 ,"15,320 ","203,519 ",sp+38,,,,,,,38 ,"300,000,000 ","750,465,000 ","크확+15% ,데미지+48%",,38 ,"300,000,000 ","750,465,000 ",데미지+224%,,38 ,"300,000,000 ","773,250,000 ",데미지+88%,,38 ,"2,780 ","41,946 ",환생포인트+380%,,,,,,,,,,,,,,,,,38 ,"300,000,000,000","766,680,000,000 ",최종올스탯+38%,,,,,,,,38 ,"6,000,000,000 ","22,650,000,000 ",최종뎀 138%,,,,,,,,,,,,38,"800,000,000,000 ","1,696,500,000,000",크리티컬 확률의 58% 만큼 크리티컬 데미지 증가,,,,,,,,,,,,,
,,,,,39 ,20 ,400 ,경험치+39%,,,,,,,39 ,"16,120 ","219,639 ",sp+39,,,,,,,39 ,"400,000,000 ","1,150,465,000 ","크확+15% ,데미지+49%",,39 ,"400,000,000 ","1,150,465,000 ",데미지+227%,,39 ,"400,000,000 ","1,173,250,000 ",데미지+89%,,39 ,"2,880 ","44,826 ",환생포인트+390%,,,,,,,,,,,,,,,,,39 ,"400,000,000,000","1,166,680,000,000 ",최종올스탯+39%,,,,,,,,39 ,"7,000,000,000 ","29,650,000,000 ",최종뎀 139%,,,,,,,,,,,,39,"1,600,000,000,000 ","3,296,500,000,000",크리티컬 확률의 59% 만큼 크리티컬 데미지 증가,,,,,,,,,,,,,
,,,,,40 ,20 ,420 ,경험치+40%,,,,,,,40 ,"16,940 ","236,579 ",sp+40,,,,,,,40 ,"500,000,000 ","1,650,465,000 ","크확+15% ,데미지+50%",,40 ,"500,000,000 ","1,650,465,000 ",데미지+230%,,40 ,"500,000,000 ","1,673,250,000 ",데미지+90%,,40 ,"2,980 ","47,806 ",환생포인트+400%,,,,,,,,,,,,,,,,,40 ,"500,000,000,000","1,666,680,000,000 ",최종올스탯+40%,,,,,,,,40 ,"8,000,000,000 ","37,650,000,000 ",최종뎀 140%,,,,,,,,,,,,40,"3,200,000,000,000 ","6,496,500,000,000",크리티컬 확률의 60% 만큼 크리티컬 데미지 증가,,,,,,,,,,,,,
,,,,,41 ,21 ,441 ,경험치+41%,,,,,,,41 ,"1,000,000 ","1,236,579 ",sp+41,,,,,,,41,"1,000,000,000 ","2,650,465,000 ","크확+15% ,데미지+51%",,41,"1,000,000,000 ","2,650,465,000 ",데미지+233%,,41,"1,000,000,000 ","2,673,250,000 ",데미지+91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,"10,000,000,000 ","47,650,000,000 ",최종뎀 141%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,42 ,21 ,462 ,경험치+42%,,,,,,,42 ,"2,000,000 ","3,236,579 ",sp+42,,,,,,,42,"2,000,000,000","4,650,465,000 ","크확+15% ,데미지+52%",,42,"2,000,000,000","4,650,465,000 ",데미지+236%,,42,"2,000,000,000","4,673,250,000 ",데미지+92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,"20,000,000,000 ","67,650,000,000 ",최종뎀 142%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43 ,22 ,484 ,경험치+43%,,,,,,,43 ,"3,000,000 ","6,236,579 ",sp+43,,,,,,,43,"3,000,000,000","7,650,465,000 ","크확+15% ,데미지+53%",,43,"3,000,000,000","7,650,465,000 ",데미지+239%,,43,"3,000,000,000","7,673,250,000 ",데미지+93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,"30,000,000,000 ","97,650,000,000 ",최종뎀 143%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,44 ,22 ,506 ,경험치+44%,,,,,,,44 ,"4,000,000 ","10,236,579 ",sp+44,,,,,,,44,"4,000,000,000","11,650,465,000 ","크확+15% ,데미지+54%",,44,"4,000,000,000","11,650,465,000 ",데미지+242%,,44,"4,000,000,000","11,673,250,000 ",데미지+94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,"40,000,000,000 ","137,650,000,000 ",최종뎀 144%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,45 ,23 ,529 ,경험치+45%,,,,,,,45 ,"5,000,000 ","15,236,579 ",sp+45,,,,,,,45,"5,000,000,000","16,650,465,000 ","크확+15% ,데미지+55%",,45,"5,000,000,000","16,650,465,000 ",데미지+245%,,45,"5,000,000,000","16,673,250,000 ",데미지+95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,"50,000,000,000 ","187,650,000,000 ",최종뎀 145%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,46 ,23 ,552 ,경험치+46%,,,,,,,46 ,"10,000,000 ","25,236,579 ",sp+46,,,,,,,46,"10,000,000,000 ","26,650,465,000 ","크확+15% ,데미지+56%",,46,"10,000,000,000 ","26,650,465,000 ",데미지+246%,,46,"10,000,000,000 ","26,673,250,000 ",데미지+96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,"100,000,000,000 ","287,650,000,000 ",최종뎀 146%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,47 ,24 ,576 ,경험치+47%,,,,,,,47 ,"20,000,000 ","45,236,579 ",sp+47,,,,,,,47,"20,000,000,000 ","46,650,465,000 ","크확+15% ,데미지+57%",,47,"20,000,000,000 ","46,650,465,000 ",데미지+247%,,47,"20,000,000,000 ","46,673,250,000 ",데미지+97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,"200,000,000,000 ","487,650,000,000 ",최종뎀 147%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,48 ,24 ,600 ,경험치+48%,,,,,,,48 ,"30,000,000 ","75,236,579 ",sp+48,,,,,,,48,"30,000,000,000 ","76,650,465,000 ","크확+15% ,데미지+58%",,48,"30,000,000,000 ","76,650,465,000 ",데미지+248%,,48,"30,000,000,000 ","76,673,250,000 ",데미지+98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,"300,000,000,000 ","787,650,000,000 ",최종뎀 148%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,49 ,25 ,625 ,경험치+49%,,,,,,,49 ,"40,000,000 ","115,236,579 ",sp+49,,,,,,,49,"40,000,000,000 ","116,650,465,000 ","크확+15% ,데미지+59%",,49,"40,000,000,000 ","116,650,465,000 ",데미지+249%,,49,"40,000,000,000 ","116,673,250,000 ",데미지+99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,"400,000,000,000 ","1,187,650,000,000 ",최종뎀 149%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,50 ,25 ,650 ,경험치+50%,,,,,,,50 ,"50,000,000 ","165,236,579 ",sp+50,,,,,,,50,"50,000,000,000 ","166,650,465,000 ","크확+15% ,데미지+60%",,50,"50,000,000,000 ","166,650,465,000 ",데미지+250%,,50,"50,000,000,000 ","166,673,250,000 ",데미지+100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,"500,000,000,000 ","1,687,650,000,000 ",최종뎀 150%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,51 ,26 ,676 ,경험치+51%,,,,,,,51 ,"100,000,000 ","265,236,579 ",sp+51,,,,,,,51,"100,000,000,000","266,650,465,000 ","크확+15% ,데미지+61%",,51,"100,000,000,000","266,650,465,000 ",데미지+251%,,51,"100,000,000,000","266,673,250,000 ",데미지+101%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,"1,000,000,000,000 ","2,687,650,000,000 ",최종뎀 151%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,52 ,26 ,702 ,경험치+52%,,,,,,,52 ,"100,000,000 ","365,236,579 ",sp+52,,,,,,,52,"200,000,000,000","466,650,465,000 ","크확+15% ,데미지+62%",,52,"200,000,000,000","466,650,465,000 ",데미지+252%,,52,"200,000,000,000","466,673,250,000 ",데미지+102%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,"2,000,000,000,000 ","4,687,650,000,000 ",최종뎀 152%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,53 ,27 ,729 ,경험치+53%,,,,,,,53 ,"100,000,000 ","465,236,579 ",sp+53,,,,,,,53,"300,000,000,000","766,650,465,000 ","크확+15% ,데미지+63%",,53,"300,000,000,000","766,650,465,000 ",데미지+253%,,53,"300,000,000,000","766,673,250,000 ",데미지+103%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,"3,000,000,000,000 ","7,687,650,000,000 ",최종뎀 153%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,54 ,27 ,756 ,경험치+54%,,,,,,,54 ,"100,000,000 ","565,236,579 ",sp+54,,,,,,,54,"400,000,000,000","1,166,650,465,000 ","크확+15% ,데미지+64%",,54,"400,000,000,000","1,166,650,465,000 ",데미지+254%,,54,"400,000,000,000","1,166,673,250,000 ",데미지+104%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,"4,000,000,000,000 ","11,687,650,000,000 ",최종뎀 154%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,55 ,28 ,784 ,경험치+55%,,,,,,,55 ,"100,000,000 ","665,236,579 ",sp+55,,,,,,,55,"500,000,000,000","1,666,650,465,000 ","크확+15% ,데미지+65%",,55,"500,000,000,000","1,666,650,465,000 ",데미지+255%,,55,"500,000,000,000","1,666,673,250,000 ",데미지+105%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,"5,000,000,000,000 ","16,687,650,000,000 ",최종뎀 155%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,56 ,28 ,812 ,경험치+56%,,,,,,,56 ,"100,000,000 ","765,236,579 ",sp+56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,57 ,29 ,841 ,경험치+57%,,,,,,,57 ,"100,000,000 ","865,236,579 ",sp+57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,58 ,29 ,870 ,경험치+58%,,,,,,,58 ,"100,000,000 ","965,236,579 ",sp+58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,59 ,30 ,900 ,경험치+59%,,,,,,,59 ,"100,000,000 ","1,065,236,579 ",sp+59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,60 ,30 ,930 ,경험치+60%,,,,,,,60 ,"100,000,000 ","1,165,236,579 ",sp+60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61 ,31 ,961 ,경험치+61%,,,,,,,61 ,"100,000,000 ","1,265,236,579 ",sp+61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,62 ,31 ,992 ,경험치+62%,,,,,,,62 ,"100,000,000 ","1,365,236,579 ",sp+62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,63 ,32 ,"1,024 ",경험치+63%,,,,,,,63 ,"100,000,000 ","1,465,236,579 ",sp+63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,64 ,32 ,"1,056 ",경험치+64%,,,,,,,64 ,"100,000,000 ","1,565,236,579 ",sp+64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,65 ,33 ,"1,089 ",경험치+65%,,,,,,,65 ,"100,000,000 ","1,665,236,579 ",sp+65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66 ,33 ,"1,122 ",경험치+66%,,,,,,,66 ,"100,000,000 ","1,765,236,579 ",sp+66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,67 ,34 ,"1,156 ",경험치+67%,,,,,,,67 ,"100,000,000 ","1,865,236,579 ",sp+67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,68 ,34 ,"1,190 ",경험치+68%,,,,,,,68 ,"100,000,000 ","1,965,236,579 ",sp+68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,69 ,35 ,"1,225 ",경험치+69%,,,,,,,69 ,"100,000,000 ","2,065,236,579 ",sp+69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,70 ,35 ,"1,260 ",경험치+70%,,,,,,,70 ,"100,000,000 ","2,165,236,579 ",sp+70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,71 ,36 ,"1,296 ",경험치+71%,,,,,,,71 ,"100,000,000 ","2,265,236,579 ",sp+71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,72 ,36 ,"1,332 ",경험치+72%,,,,,,,72 ,"100,000,000 ","2,365,236,579 ",sp+72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,73 ,37 ,"1,369 ",경험치+73%,,,,,,,73 ,"100,000,000 ","2,465,236,579 ",sp+73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,74 ,37 ,"1,406 ",경험치+74%,,,,,,,74 ,"100,000,000 ","2,565,236,579 ",sp+74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,75 ,38 ,"1,444 ",경험치+75%,,,,,,,75 ,"100,000,000 ","2,665,236,579 ",sp+75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,76 ,38 ,"1,482 ",경험치+76%,,,,,,,76 ,"100,000,000 ","2,765,236,579 ",sp+76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,77 ,39 ,"1,521 ",경험치+77%,,,,,,,77 ,"100,000,000 ","2,865,236,579 ",sp+77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,78 ,39 ,"1,560 ",경험치+78%,,,,,,,78 ,"100,000,000 ","2,965,236,579 ",sp+78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,79 ,40 ,"1,600 ",경험치+79%,,,,,,,79 ,"100,000,000 ","3,065,236,579 ",sp+79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,80 ,40 ,"1,640 ",경험치+80%,,,,,,,80 ,"100,000,000 ","3,165,236,579 ",sp+80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,81 ,41 ,"1,681 ",경험치+81%,,,,,,,81 ,"100,000,000 ","3,265,236,579 ",sp+81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,82 ,41 ,"1,722 ",경험치+82%,,,,,,,82 ,"100,000,000 ","3,365,236,579 ",sp+82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,83 ,42 ,"1,764 ",경험치+83%,,,,,,,83 ,"100,000,000 ","3,465,236,579 ",sp+83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,84 ,42 ,"1,806 ",경험치+84%,,,,,,,84 ,"100,000,000 ","3,565,236,579 ",sp+84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,85 ,43 ,"1,849 ",경험치+85%,,,,,,,85 ,"100,000,000 ","3,665,236,579 ",sp+85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,86 ,43 ,"1,892 ",경험치+86%,,,,,,,86 ,"100,000,000 ","3,765,236,579 ",sp+86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,87 ,44 ,"1,936 ",경험치+87%,,,,,,,87 ,"100,000,000 ","3,865,236,579 ",sp+87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,88 ,44 ,"1,980 ",경험치+88%,,,,,,,88 ,"100,000,000 ","3,965,236,579 ",sp+88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,89 ,45 ,"2,025 ",경험치+89%,,,,,,,89 ,"100,000,000 ","4,065,236,579 ",sp+89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
